route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2019-07-01,201907,SUN.,0,Clever
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2019-07-01,201907,WEEKDAY,0.6538,Clever
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2019-07-01,201907,SAT.,0,Clever
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2019-07-01,201907,SUN.,0,Clever
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2019-07-01,201907,WEEKDAY,0.6753,Clever
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2019-07-01,201907,SAT.,0,Clever
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2019-07-01,201907,SUN.,0,Clever
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2019-07-01,201907,WEEKDAY,0.7076,Clever
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2019-07-01,201907,SAT.,0,Clever
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2019-07-01,201907,SUN.,0,Clever
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2019-07-01,201907,WEEKDAY,0.6876,Clever
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2019-07-01,201907,SAT.,0,Clever
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2019-07-01,201907,SUN.,0,Clever
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2019-07-01,201907,WEEKDAY,0.8554,Clever
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2019-07-01,201907,SAT.,0,Clever
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2019-07-01,201907,SUN.,0,Clever
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2019-07-01,201907,WEEKDAY,0.9044,Clever
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2019-07-01,201907,SAT.,0,Clever
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2019-07-01,201907,SUN.,0,Clever
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2019-07-01,201907,WEEKDAY,0.7247,Clever
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2019-07-01,201907,SAT.,0,Clever
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2019-07-01,201907,SUN.,0,Clever
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2019-07-01,201907,WEEKDAY,0.6522,Clever
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2019-07-01,201907,SAT.,0,Clever
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2019-07-01,201907,SUN.,0,Clever
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2019-07-01,201907,WEEKDAY,0.5995,Clever
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2019-07-01,201907,SAT.,0,Clever
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2019-07-01,201907,SUN.,0,Clever
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2019-07-01,201907,WEEKDAY,0.6517,Clever
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2019-07-01,201907,SAT.,0,Clever
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2019-07-01,201907,SUN.,0,Clever
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2019-07-01,201907,WEEKDAY,0.7261,Clever
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2019-07-01,201907,SAT.,0,Clever
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2019-07-01,201907,SUN.,0,Clever
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2019-07-01,201907,WEEKDAY,0.7125,Clever
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2019-07-01,201907,SAT.,0,Clever
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2019-07-01,201907,SUN.,0,Clever
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2019-07-01,201907,WEEKDAY,0.5896,Clever
RED,RED,RED LINE - CASTLE SHANNON,South Hills Village,Light Rail,2019-07-01,201907,SAT.,0.877,Clever
RED,RED,RED LINE - CASTLE SHANNON,South Hills Village,Light Rail,2019-07-01,201907,SUN.,0.8953,Clever
RED,RED,RED LINE - CASTLE SHANNON,South Hills Village,Light Rail,2019-07-01,201907,WEEKDAY,0.8878,Clever
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2019-07-01,201907,SAT.,0,Clever
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2019-07-01,201907,SUN.,0,Clever
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2019-07-01,201907,WEEKDAY,0.7726,Clever
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2019-07-01,201907,SAT.,0,Clever
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2019-07-01,201907,SUN.,0,Clever
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2019-07-01,201907,WEEKDAY,0.7339,Clever
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-07-01,201907,SAT.,0.5296,Clever
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-07-01,201907,SUN.,0.6224,Clever
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-07-01,201907,WEEKDAY,0.7316,Clever
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2019-07-01,201907,SAT.,0.6342,Clever
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2019-07-01,201907,SUN.,0,Clever
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2019-07-01,201907,WEEKDAY,0.7461,Clever
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-07-01,201907,SAT.,0.6034,Clever
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-07-01,201907,SUN.,0.7569,Clever
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-07-01,201907,WEEKDAY,0.6737,Clever
1,001,1 - FREEPORT ROAD,Ross,Bus,2019-08-01,201908,SAT.,0.5072,Clever
1,001,1 - FREEPORT ROAD,Ross,Bus,2019-08-01,201908,SUN.,0.6285,Clever
1,001,1 - FREEPORT ROAD,Ross,Bus,2019-08-01,201908,WEEKDAY,0.6203,Clever
2,002,2 - MOUNT ROYAL,Ross,Bus,2019-08-01,201908,SAT.,0,Clever
2,002,2 - MOUNT ROYAL,Ross,Bus,2019-08-01,201908,SUN.,0,Clever
2,002,2 - MOUNT ROYAL,Ross,Bus,2019-08-01,201908,WEEKDAY,0.5685,Clever
4,004,4 - TROY HILL,Ross,Bus,2019-08-01,201908,SAT.,0.8088,Clever
4,004,4 - TROY HILL,Ross,Bus,2019-08-01,201908,SUN.,0,Clever
4,004,4 - TROY HILL,Ross,Bus,2019-08-01,201908,WEEKDAY,0.7405,Clever
6,006,6 - SPRING HILL,Ross,Bus,2019-08-01,201908,SAT.,0.7112,Clever
6,006,6 - SPRING HILL,Ross,Bus,2019-08-01,201908,SUN.,0.7657,Clever
6,006,6 - SPRING HILL,Ross,Bus,2019-08-01,201908,WEEKDAY,0.8253,Clever
7,007,7 - SPRING GARDEN,Ross,Bus,2019-08-01,201908,SAT.,0,Clever
7,007,7 - SPRING GARDEN,Ross,Bus,2019-08-01,201908,SUN.,0,Clever
7,007,7 - SPRING GARDEN,Ross,Bus,2019-08-01,201908,WEEKDAY,0.8214,Clever
8,008,8 - PERRYSVILLE,Ross,Bus,2019-08-01,201908,SAT.,0.6771,Clever
8,008,8 - PERRYSVILLE,Ross,Bus,2019-08-01,201908,SUN.,0.7076,Clever
8,008,8 - PERRYSVILLE,Ross,Bus,2019-08-01,201908,WEEKDAY,0.7997,Clever
11,011,11 - FINEVIEW,Ross,Bus,2019-08-01,201908,SAT.,0.885,Clever
11,011,11 - FINEVIEW,Ross,Bus,2019-08-01,201908,SUN.,0.7115,Clever
11,011,11 - FINEVIEW,Ross,Bus,2019-08-01,201908,WEEKDAY,0.8193,Clever
12,012,12 - MCKNIGHT,Ross,Bus,2019-08-01,201908,SAT.,0.6071,Clever
12,012,12 - MCKNIGHT,Ross,Bus,2019-08-01,201908,SUN.,0.6263,Clever
12,012,12 - MCKNIGHT,Ross,Bus,2019-08-01,201908,WEEKDAY,0.6672,Clever
13,013,13 - BELLEVUE,Ross,Bus,2019-08-01,201908,SAT.,0.6669,Clever
13,013,13 - BELLEVUE,Ross,Bus,2019-08-01,201908,SUN.,0.7511,Clever
13,013,13 - BELLEVUE,Ross,Bus,2019-08-01,201908,WEEKDAY,0.7079,Clever
14,014,14 - OHIO VALLEY,Ross,Bus,2019-08-01,201908,SAT.,0.7692,Clever
14,014,14 - OHIO VALLEY,Ross,Bus,2019-08-01,201908,SUN.,0.8799,Clever
14,014,14 - OHIO VALLEY,Ross,Bus,2019-08-01,201908,WEEKDAY,0.7752,Clever
15,015,15 - CHARLES,Ross,Bus,2019-08-01,201908,SAT.,0.5619,Clever
15,015,15 - CHARLES,Ross,Bus,2019-08-01,201908,SUN.,0.5654,Clever
15,015,15 - CHARLES,Ross,Bus,2019-08-01,201908,WEEKDAY,0.7235,Clever
16,016,16 - BRIGHTON,Ross,Bus,2019-08-01,201908,SAT.,0.6725,Clever
16,016,16 - BRIGHTON,Ross,Bus,2019-08-01,201908,SUN.,0.7737,Clever
16,016,16 - BRIGHTON,Ross,Bus,2019-08-01,201908,WEEKDAY,0.7363,Clever
17,017,17 - SHADELAND,Ross,Bus,2019-08-01,201908,SAT.,0.6641,Clever
17,017,17 - SHADELAND,Ross,Bus,2019-08-01,201908,SUN.,0.6686,Clever
17,017,17 - SHADELAND,Ross,Bus,2019-08-01,201908,WEEKDAY,0.7509,Clever
18,018,18 - MANCHESTER,Ross,Bus,2019-08-01,201908,SAT.,0,Clever
18,018,18 - MANCHESTER,Ross,Bus,2019-08-01,201908,SUN.,0,Clever
18,018,18 - MANCHESTER,Ross,Bus,2019-08-01,201908,WEEKDAY,0.9781,Clever
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2019-08-01,201908,SAT.,0,Clever
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2019-08-01,201908,SUN.,0,Clever
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2019-08-01,201908,WEEKDAY,0.7401,Clever
20,020,20 - KENNEDY,Collier,Bus,2019-08-01,201908,SAT.,0,Clever
20,020,20 - KENNEDY,Collier,Bus,2019-08-01,201908,SUN.,0,Clever
20,020,20 - KENNEDY,Collier,Bus,2019-08-01,201908,WEEKDAY,0.7537,Clever
21,021,21 - CORAOPOLIS,Collier,Bus,2019-08-01,201908,SAT.,0.638,Clever
21,021,21 - CORAOPOLIS,Collier,Bus,2019-08-01,201908,SUN.,0.6546,Clever
21,021,21 - CORAOPOLIS,Collier,Bus,2019-08-01,201908,WEEKDAY,0.6705,Clever
22,022,22 - MCCOY,Collier,Bus,2019-08-01,201908,SAT.,0.5911,Clever
22,022,22 - MCCOY,Collier,Bus,2019-08-01,201908,SUN.,0,Clever
22,022,22 - MCCOY,Collier,Bus,2019-08-01,201908,WEEKDAY,0.6576,Clever
24,024,24 - WEST PARK,Collier,Bus,2019-08-01,201908,SAT.,0.4581,Clever
24,024,24 - WEST PARK,Collier,Bus,2019-08-01,201908,SUN.,0.5279,Clever
24,024,24 - WEST PARK,Collier,Bus,2019-08-01,201908,WEEKDAY,0.681,Clever
26,026,26 - CHARTIERS,Collier,Bus,2019-08-01,201908,SAT.,0.7984,Clever
26,026,26 - CHARTIERS,Collier,Bus,2019-08-01,201908,SUN.,0.8675,Clever
26,026,26 - CHARTIERS,Collier,Bus,2019-08-01,201908,WEEKDAY,0.848,Clever
27,027,27 - FAIRYWOOD,Collier,Bus,2019-08-01,201908,SAT.,0.7433,Clever
27,027,27 - FAIRYWOOD,Collier,Bus,2019-08-01,201908,SUN.,0.758,Clever
27,027,27 - FAIRYWOOD,Collier,Bus,2019-08-01,201908,WEEKDAY,0.7852,Clever
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-08-01,201908,SAT.,0.5911,Clever
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-08-01,201908,SUN.,0.5867,Clever
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.5617,Clever
29,029,29 - ROBINSON,Collier,Bus,2019-08-01,201908,SAT.,0,Clever
29,029,29 - ROBINSON,Collier,Bus,2019-08-01,201908,SUN.,0,Clever
29,029,29 - ROBINSON,Collier,Bus,2019-08-01,201908,WEEKDAY,0.6393,Clever
31,031,31 - BRIDGEVILLE,Collier,Bus,2019-08-01,201908,SAT.,0.7163,Clever
31,031,31 - BRIDGEVILLE,Collier,Bus,2019-08-01,201908,SUN.,0.7381,Clever
31,031,31 - BRIDGEVILLE,Collier,Bus,2019-08-01,201908,WEEKDAY,0.6741,Clever
36,036,36 - BANKSVILLE,Collier,Bus,2019-08-01,201908,SAT.,0,Clever
36,036,36 - BANKSVILLE,Collier,Bus,2019-08-01,201908,SUN.,0,Clever
36,036,36 - BANKSVILLE,Collier,Bus,2019-08-01,201908,WEEKDAY,0.6618,Clever
38,038,38 - GREEN TREE,Collier,Bus,2019-08-01,201908,SAT.,0.7776,Clever
38,038,38 - GREEN TREE,Collier,Bus,2019-08-01,201908,SUN.,0.8073,Clever
38,038,38 - GREEN TREE,Collier,Bus,2019-08-01,201908,WEEKDAY,0.7315,Clever
39,039,39 - BROOKLINE,Collier,Bus,2019-08-01,201908,SAT.,0.5869,Clever
39,039,39 - BROOKLINE,Collier,Bus,2019-08-01,201908,SUN.,0,Clever
39,039,39 - BROOKLINE,Collier,Bus,2019-08-01,201908,WEEKDAY,0.7236,Clever
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2019-08-01,201908,SAT.,0.6759,Clever
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2019-08-01,201908,SUN.,0.7898,Clever
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2019-08-01,201908,WEEKDAY,0.725,Clever
41,041,41 - BOWER HILL,Collier,Bus,2019-08-01,201908,SAT.,0.5553,Clever
41,041,41 - BOWER HILL,Collier,Bus,2019-08-01,201908,SUN.,0.5797,Clever
41,041,41 - BOWER HILL,Collier,Bus,2019-08-01,201908,WEEKDAY,0.5463,Clever
43,043,43 - BAILEY,Collier,Bus,2019-08-01,201908,SAT.,0.8654,Clever
43,043,43 - BAILEY,Collier,Bus,2019-08-01,201908,SUN.,0.8023,Clever
43,043,43 - BAILEY,Collier,Bus,2019-08-01,201908,WEEKDAY,0.7811,Clever
44,044,44 - VIA KNOXVILLE,Collier,Bus,2019-08-01,201908,SAT.,0.7192,Clever
44,044,44 - VIA KNOXVILLE,Collier,Bus,2019-08-01,201908,SUN.,0.7819,Clever
44,044,44 - VIA KNOXVILLE,Collier,Bus,2019-08-01,201908,WEEKDAY,0.7141,Clever
48,048,48 - ARLINGTON,Collier,Bus,2019-08-01,201908,SAT.,0.7486,Clever
48,048,48 - ARLINGTON,Collier,Bus,2019-08-01,201908,SUN.,0.6669,Clever
48,048,48 - ARLINGTON,Collier,Bus,2019-08-01,201908,WEEKDAY,0.7262,Clever
51,051,51 - CARRICK,West Mifflin,Bus,2019-08-01,201908,SAT.,0.6211,Clever
51,051,51 - CARRICK,West Mifflin,Bus,2019-08-01,201908,SUN.,0.5206,Clever
51,051,51 - CARRICK,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.6451,Clever
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2019-08-01,201908,SAT.,0,Clever
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2019-08-01,201908,SUN.,0,Clever
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.6866,Clever
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2019-08-01,201908,SAT.,0,Clever
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2019-08-01,201908,SUN.,0,Clever
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.7623,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2019-08-01,201908,SAT.,0.5519,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2019-08-01,201908,SUN.,0,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0,Clever
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2019-08-01,201908,SAT.,0,Clever
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2019-08-01,201908,SUN.,0,Clever
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.6639,Clever
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-08-01,201908,SAT.,0.6817,Clever
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-08-01,201908,SUN.,0.6332,Clever
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-08-01,201908,WEEKDAY,0.6941,Clever
55,055,55 - GLASSPORT,West Mifflin,Bus,2019-08-01,201908,SAT.,0.7079,Clever
55,055,55 - GLASSPORT,West Mifflin,Bus,2019-08-01,201908,SUN.,0.7126,Clever
55,055,55 - GLASSPORT,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.748,Clever
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2019-08-01,201908,SAT.,0.708,Clever
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2019-08-01,201908,SUN.,0.7649,Clever
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.623,Clever
57,057,57 - HAZELWOOD,West Mifflin,Bus,2019-08-01,201908,SAT.,0.5765,Clever
57,057,57 - HAZELWOOD,West Mifflin,Bus,2019-08-01,201908,SUN.,0.6577,Clever
57,057,57 - HAZELWOOD,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.6562,Clever
58,058,58 - GREENFIELD,West Mifflin,Bus,2019-08-01,201908,SAT.,0.8447,Clever
58,058,58 - GREENFIELD,West Mifflin,Bus,2019-08-01,201908,SUN.,0.8364,Clever
58,058,58 - GREENFIELD,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.76,Clever
59,059,59 - MON VALLEY,West Mifflin,Bus,2019-08-01,201908,SAT.,0.6064,Clever
59,059,59 - MON VALLEY,West Mifflin,Bus,2019-08-01,201908,SUN.,0.6306,Clever
59,059,59 - MON VALLEY,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.666,Clever
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2019-08-01,201908,SAT.,0,Clever
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2019-08-01,201908,SUN.,0,Clever
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.8014,Clever
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-08-01,201908,SAT.,0.6648,Clever
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-08-01,201908,SUN.,0.6664,Clever
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.6259,Clever
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-08-01,201908,SAT.,0.6978,Clever
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-08-01,201908,SUN.,0.6619,Clever
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.5825,Clever
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-08-01,201908,SAT.,0.5709,Clever
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-08-01,201908,SUN.,0.4792,Clever
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.5455,Clever
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-08-01,201908,SAT.,0.6516,Clever
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-08-01,201908,SUN.,0.5396,Clever
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.6632,Clever
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin/East Liberty,Bus,2019-08-01,201908,SAT.,0.6942,Clever
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin/East Liberty,Bus,2019-08-01,201908,SUN.,0.5192,Clever
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin/East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.7697,Clever
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2019-08-01,201908,SAT.,0,Clever
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2019-08-01,201908,SUN.,0,Clever
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.6615,Clever
67,067,67 - MONROEVILLE,East Liberty,Bus,2019-08-01,201908,SAT.,0.5518,Clever
67,067,67 - MONROEVILLE,East Liberty,Bus,2019-08-01,201908,SUN.,0.5873,Clever
67,067,67 - MONROEVILLE,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.6032,Clever
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2019-08-01,201908,SAT.,0.6257,Clever
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2019-08-01,201908,SUN.,0.6681,Clever
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0,Clever
69,069,69 - TRAFFORD,East Liberty,Bus,2019-08-01,201908,SAT.,0.5679,Clever
69,069,69 - TRAFFORD,East Liberty,Bus,2019-08-01,201908,SUN.,0.67,Clever
69,069,69 - TRAFFORD,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.6025,Clever
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2019-08-01,201908,SAT.,0,Clever
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2019-08-01,201908,SUN.,0,Clever
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.3476,Clever
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-08-01,201908,SAT.,0.6868,Clever
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-08-01,201908,SUN.,0.7262,Clever
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.6426,Clever
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-08-01,201908,SAT.,0.6634,Clever
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-08-01,201908,SUN.,0.6325,Clever
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.6685,Clever
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-08-01,201908,SAT.,0.5234,Clever
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-08-01,201908,SUN.,0.6013,Clever
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.6174,Clever
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-08-01,201908,SAT.,0.7099,Clever
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-08-01,201908,SUN.,0.7478,Clever
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.6291,Clever
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2019-08-01,201908,SAT.,0.529,Clever
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2019-08-01,201908,SUN.,0,Clever
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.6526,Clever
75,075,75 - ELLSWORTH,East Liberty,Bus,2019-08-01,201908,SAT.,0.6209,Clever
75,075,75 - ELLSWORTH,East Liberty,Bus,2019-08-01,201908,SUN.,0.6409,Clever
75,075,75 - ELLSWORTH,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.7104,Clever
77,077,77 - PENN HILLS,East Liberty,Bus,2019-08-01,201908,SAT.,0.565,Clever
77,077,77 - PENN HILLS,East Liberty,Bus,2019-08-01,201908,SUN.,0.5599,Clever
77,077,77 - PENN HILLS,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.5626,Clever
79,079,79 - EAST HILLS,East Liberty,Bus,2019-08-01,201908,SAT.,0.5879,Clever
79,079,79 - EAST HILLS,East Liberty,Bus,2019-08-01,201908,SUN.,0.5908,Clever
79,079,79 - EAST HILLS,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.6422,Clever
81,081,81 - OAK HILL,West Mifflin,Bus,2019-08-01,201908,SAT.,0.676,Clever
81,081,81 - OAK HILL,West Mifflin,Bus,2019-08-01,201908,SUN.,0.692,Clever
81,081,81 - OAK HILL,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.6785,Clever
82,082,82 - LINCOLN,East Liberty,Bus,2019-08-01,201908,SAT.,0.5062,Clever
82,082,82 - LINCOLN,East Liberty,Bus,2019-08-01,201908,SUN.,0.5072,Clever
82,082,82 - LINCOLN,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.576,Clever
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2019-08-01,201908,SAT.,0.5753,Clever
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2019-08-01,201908,SUN.,0.6256,Clever
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2019-08-01,201908,WEEKDAY,0.7213,Clever
86,086,86 - LIBERTY,East Liberty,Bus,2019-08-01,201908,SAT.,0.4993,Clever
86,086,86 - LIBERTY,East Liberty,Bus,2019-08-01,201908,SUN.,0.5228,Clever
86,086,86 - LIBERTY,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.6003,Clever
87,087,87 - FRIENDSHIP,East Liberty,Bus,2019-08-01,201908,SAT.,0.5863,Clever
87,087,87 - FRIENDSHIP,East Liberty,Bus,2019-08-01,201908,SUN.,0.7646,Clever
87,087,87 - FRIENDSHIP,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.6852,Clever
88,088,88 - PENN,East Liberty,Bus,2019-08-01,201908,SAT.,0.6316,Clever
88,088,88 - PENN,East Liberty,Bus,2019-08-01,201908,SUN.,0.5899,Clever
88,088,88 - PENN,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.5727,Clever
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2019-08-01,201908,SAT.,0.8247,Clever
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2019-08-01,201908,SUN.,0.8552,Clever
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2019-08-01,201908,WEEKDAY,0.7018,Clever
91,091,91 - BUTLER STREET,Ross,Bus,2019-08-01,201908,SAT.,0.6923,Clever
